no,category,word,part of speech,cefr,meaning,oxford,academic,ielts
452,B,beneficiary,noun,C1,ผู้รับผลประโยชน์,0,0,0
453,B,benefit,noun,A2,ผลประโยชน์ ข้อได้เปรียบ,1,1,1
454,B,bent,adjective,B2,งอ,1,0,0
455,B,beside,preposition,B2,ข้าง,0,0,0
456,B,besides,adverb,B2,นอกจากนี้ อีกด้วย,0,0,0
457,B,best,adjective,A1,ดีที่สุด,1,0,0
458,B,bet,noun,B2,เดิมพัน,1,0,0
459,B,betray,verb,C1,ทรยศ,0,0,0
460,B,better,adjective,A1,ดีกว่า,1,0,0
461,B,between,adverb,A2,ระหว่าง,1,0,0
462,B,beyond,adverb,B2,เกิน,1,0,0
463,B,bias,noun,B2,อคติ เส้นเอียง ลำเอียง ความโน้มเอียง,0,1,1
464,B,bicycle,noun,A1,จักรยาน,1,0,0
465,B,bid,noun,B2,การเสนอราคา,0,0,0
466,B,big,adjective,A1,ใหญ่,1,0,0
467,B,bike,noun,A1,จักรยาน,1,0,0
468,B,bill,noun,A1,ใบแจ้งหนี้,1,0,0
469,B,bin,noun,A2,ถังขยะ,1,0,0
470,B,bind,verb,C1,ผูก,0,0,0
471,B,biography,noun,C1,ชีวประวัติ,0,0,0
472,B,biological,adjective,B2,เกี่ยวกับชีวภาพ,0,0,0
473,B,biology,noun,A2,ชีววิทยา,1,0,0
474,B,bird,noun,A1,นก,1,0,0
475,B,birth,noun,A2,การเกิด,1,0,0
476,B,birthday,noun,A1,วันเกิด,1,0,0
477,B,biscuit,noun,A2,บิสกิต,1,0,0
478,B,bishop,noun,C1,บาทหลวง,0,0,0
479,B,bit,noun,A2,นิดหน่อย,1,0,0
480,B,bite,noun,B1,กัด,1,0,0
481,B,bitter,adjective,B2,ขม,1,0,0
482,B,bizarre,adjective,C1,แปลกประหลาด,0,0,0
483,B,black,adjective,A1,สีดำ,1,0,0
484,B,blade,noun,C1,ใบมีด,0,0,0
485,B,blame,noun,B2,ตำหนิ กล่าวโทษ ประณาม,1,0,0
486,B,blank,adjective,A2,ว่างเปล่า,1,0,0
487,B,blanket,noun,B2,ผ้าห่ม ขัดขวาง ซึ่งปกคลุม,0,0,0
488,B,blast,noun,C1,ระเบิด,0,0,0
489,B,bleed,verb,C1,มีเลือดออก,0,0,0
490,B,blend,noun,C1,ผสมผสาน,0,0,0
491,B,bless,verb,C1,อวยพร,0,0,0
492,B,blessing,noun,C1,การให้พร,0,0,0
493,B,blind,adjective,B2,ตาบอด,1,0,0
494,B,block,noun,B1,ปิดกั้น,1,0,0
495,B,blog,noun,A1,บล็อก,1,0,0
496,B,blonde,adjective,A1,สีบลอนด์,1,0,0
497,B,blood,noun,A2,เลือด,1,0,0
498,B,blow,verb,A2,เป่า,1,0,0
499,B,blue,adjective,A1,สีฟ้า,1,0,0
500,B,board,noun,A2,กระดาน,1,0,0
501,B,boast,verb,C1,โม้,0,0,0
502,B,boat,noun,A1,เรือ,1,0,0
503,B,body,noun,A1,ร่างกาย,1,0,0
504,B,boil,verb,A2,ต้ม,1,0,0
505,B,bold,adjective,B2,ตัวหนา,0,0,0
506,B,bomb,noun,B1,ระเบิด,1,0,0
507,B,bombing,noun,B2,การวางระเบิด,0,0,0
508,B,bond,noun,B2,พันธะ,1,1,0
509,B,bone,noun,A2,กระดูก,1,0,0
510,B,bonus,noun,C1,โบนัส,0,0,0
511,B,book,noun,A1,หนังสือ,1,0,0
512,B,booking,noun,B2,การจอง,0,0,0
513,B,boom,noun,C1,ความบูม,0,0,0
514,B,boost,noun,B2,การเพิ่ม,0,0,0
515,B,boot,noun,A1,รองเท้าบูท,1,0,0
516,B,border,noun,B1,ชายแดน,1,0,0
517,B,bored,adjective,A1,เบื่อ,1,0,0
518,B,boring,adjective,A1,น่าเบื่อ,1,0,0
519,B,born,verb,A1,เกิด,1,0,0
520,B,borrow,verb,A2,ยืม,1,0,0
521,B,boss,noun,A2,เจ้านาย,1,0,0
522,B,both,determiner,A1,ทั้งคู่,1,0,0
523,B,bother,verb,B1,รบกวน,1,0,0
524,B,bottle,noun,A1,ขวด,1,0,0
525,B,bottom,adjective,A2,ด้านล่าง,1,0,0
526,B,bounce,verb,C1,การตีกลับ,0,0,0
527,B,bound,adjective,B2,ผูกพัน,0,0,0
528,B,boundary,noun,C1,เขตแดน,0,0,0
529,B,bow,noun,C1,โค้งคำนับ,0,0,0
530,B,bowl,noun,A2,ชาม,1,0,0
531,B,box,noun,A1,กล่อง,1,0,0
532,B,boy,noun,A1,เด็กผู้ชาย,1,0,0
533,B,boyfriend,noun,A1,แฟน,1,0,0
534,B,brain,noun,A2,สมอง,1,0,0
535,B,branch,noun,B1,สาขา,1,0,0
536,B,brand,noun,B1,ยี่ห้อ,1,0,0
537,B,brave,adjective,B1,กล้าหาญ,1,0,0
538,B,breach,noun,C1,ทำให้แตก การฝ่าฝืนกฎหมาย,0,0,0
539,B,bread,noun,A1,ขนมปัง,1,0,0
540,B,break,noun,A1,หยุดพัก,1,0,0
541,B,breakdown,noun,C1,ชำรุด,0,0,0
542,B,breakfast,noun,A1,อาหารเช้า,1,0,0
543,B,breakthrough,noun,C1,การฝ่าฟันอุปสรรค,0,0,0
544,B,breast,noun,B2,หน้าอก,1,0,0
545,B,breath,noun,B1,ลมหายใจ,1,0,0
546,B,breathe,verb,B1,หายใจ,1,0,0
547,B,breathing,noun,B1,การหายใจ,1,0,0
548,B,breed,noun,C1,พันธุ์,0,0,0
549,B,brick,noun,B2,อิฐ,0,0,0
550,B,bride,noun,B1,เจ้าสาว,1,0,0
551,B,bridge,noun,A2,สะพาน,1,0,0
552,B,brief,adjective,B2,รวบรัด,1,1,1
553,B,briefly,adverb,B2,สั้น ๆ,0,0,0
554,B,bright,adjective,A2,สว่าง,1,0,0
555,B,brilliant,adjective,A2,โชติช่วง หลักแหลมมาก แพรวพราว ส่องแสง,1,0,0
556,B,bring,verb,A1,นำมา,1,0,0
557,B,broad,adjective,B2,กว้าง,1,0,0
558,B,broadband,noun,C1,บรอดแบนด์,0,0,0
559,B,broadcast,noun,B2,ออกอากาศ,1,0,0
560,B,broadcaster,noun,B2,ผู้ประกาศข่าว,0,0,0
561,B,broadly,adverb,B2,อย่างกว้างขวาง,0,0,0
562,B,broken,adjective,A2,แตกหัก,1,0,0
563,B,brother,noun,A1,พี่ชาย,1,0,0
564,B,brown,adjective,A1,สีน้ำตาล,1,0,0
565,B,browser,noun,C1,เบราว์เซอร์,0,0,0
566,B,brush,noun,A2,แปรง,1,0,0
567,B,brutal,adjective,C1,โหดร้าย,0,0,0
568,B,bubble,noun,B1,ฟอง,1,0,0
569,B,buck,noun,C1,เจ้าชู้,0,0,0
570,B,buddy,noun,C1,เพื่อน,0,0,0
571,B,budget,noun,B2,งบประมาณ,1,0,0
572,B,buffer,noun,C1,กันชน,0,0,0
573,B,bug,noun,B2,ข้อผิดพลาด,0,0,0
574,B,build,verb,A1,สร้าง,1,0,0
575,B,building,noun,A1,อาคาร,1,0,0
576,B,bulk,noun,C1,จำนวนมาก,0,1,0
577,B,bullet,noun,B2,กระสุนปืน,1,0,0
578,B,bunch,noun,B2,กลุ่ม,1,0,0
579,B,burden,noun,C1,ภาระหน้าที่ น้ำหนักที่บรรทุก,0,0,0
580,B,bureaucracy,noun,C1,ระบบราชการ,0,0,0
581,B,burial,noun,C1,ฝังศพ,0,0,0
582,B,burn,noun,B2,เผา,1,0,0
583,B,burst,verb,C1,ระเบิด,0,0,0
584,B,bury,verb,B1,ฝัง,1,0,0
585,B,bus,noun,A1,รสบัส,1,0,0
586,B,bush,noun,B2,พุ่มไม้,1,0,0
587,B,business,noun,A1,ธุรกิจ,1,0,0
588,B,businessman,noun,A2,นักธุรกิจ,1,0,0
589,B,busy,adjective,A1,ยุ่ง,1,0,0
590,B,but,conjunction,A1,แต่,1,0,0
591,B,butter,noun,A1,เนย,1,0,0
592,B,button,noun,A2,ปุ่ม,1,0,0
593,B,buy,verb,A1,ซื้อ,1,0,0
594,B,by,adverb,B1,โดย,1,0,0
595,C,cabin,noun,B2,ห้องโดยสาร,0,0,0
596,C,cabinet,noun,C1,ตู้,0,0,0
597,C,cable,noun,B2,สายเคเบิล,1,0,0
598,C,cafe,noun,A1,คาเฟ่,1,0,0
599,C,cake,noun,A1,เค้ก,1,0,0
600,C,calculate,verb,B2,คำนวณ ถือว่า เข้าใจว่า คาดคะเน,1,0,0
601,C,calculation,noun,C1,การคำนวณ,0,0,0
602,C,call,noun,A1,เรียก,1,0,0
603,C,calm,adjective,B1,เงียบสงบ,1,0,0
604,C,camera,noun,A1,กล้อง,1,0,0
605,C,camp,noun,A2,ค่าย,1,0,0
606,C,campaign,noun,B1,การหาเสียง รณรงค์ แข่งขัน,1,0,0
607,C,camping,noun,A2,การตั้งแคมป์,1,0,0
608,C,campus,noun,B1,วิทยาเขต,1,0,0
609,C,can,noun,A2,สามารถ,1,0,0
610,C,canal,noun,B2,คลอง,0,0,0
611,C,cancel,verb,B2,ยกเลิก,1,0,0
612,C,cancer,noun,B2,มะเร็ง,1,0,0
613,C,candidate,noun,B1,ผู้สมัครรับเลือกตั้ง ผู้ได้รับการเลือกให้เข้าแข่งขัน,1,0,0
614,C,candle,noun,B2,เทียน,0,0,0
615,C,cannot,modal verb,A1,ไม่ได้,1,0,0
616,C,canvas,noun,C1,ผ้าใบ,0,0,0
617,C,cap,noun,B1,หมวก,1,0,0
618,C,capability,noun,C1,ประสิทธิภาพ ปริมาณบรรจุ,0,0,0
619,C,capable,adjective,B2,มีความสามารถ,1,1,1
620,C,capacity,noun,B2,ความสามารถ การปฏิบัติหน้าที่ ความจุ,1,1,1
621,C,capital,adjective,A1,เมืองหลวง,1,0,0
622,C,capitalism,noun,C1,ทุนนิยม,0,0,0
623,C,capitalist,adjective,C1,นายทุน,0,0,0
624,C,captain,noun,B1,กัปตัน,1,0,0
625,C,capture,noun,B2,การจับได้ สิ่งที่ถูกยึด ทำให้สนใจ,1,0,0
626,C,car,noun,A1,รถ,1,0,0
627,C,carbon,noun,B2,คาร์บอน,0,0,0
628,C,card,noun,A1,การ์ด,1,0,0
629,C,care,noun,A2,การดูแล,1,0,0
630,C,career,noun,A1,อาชีพ,1,0,0
631,C,careful,adjective,A2,ระมัดระวัง,1,0,0
632,C,carefully,adverb,A2,อย่างระมัดระวัง,1,0,0
633,C,careless,adjective,B1,สะเพร่า,1,0,0
634,C,cargo,noun,C1,สินค้า,0,0,0
635,C,carpet,noun,A2,พรม,1,0,0
636,C,carriage,noun,C1,รถม้า,0,0,0
637,C,carrot,noun,A1,แครอท,1,0,0
638,C,carry,verb,A1,พก,1,0,0
639,C,cartoon,noun,A2,การ์ตูน,1,0,0
640,C,carve,verb,C1,แกะสลัก,0,0,0
641,C,case,noun,A2,กรณี,1,0,0
642,C,cash,noun,A2,เงินสด,1,0,0
643,C,casino,noun,C1,คาสิโน,0,0,0
644,C,cast,noun,B2,หล่อ,1,0,0
645,C,castle,noun,A2,ปราสาท,1,0,0
646,C,casual,adjective,B2,ไม่เป็นทางการ,0,0,0
647,C,casualty,noun,C1,จำนวนคนตาย คนที่ได้รับบาดเจ็บหรือตายในอุบัติเหตุ อุบัติเหตุร้ายแรง,0,0,0
648,C,cat,noun,A1,แมว,1,0,0
649,C,catalogue,noun,C1,แคตตาล็อก,0,0,0
650,C,catch,noun,B2,จับ,1,0,0
651,C,category,noun,B1,หมวดหมู่,1,0,1
652,C,cater,verb,C1,ให้ความสำคัญ,0,0,0
653,C,cattle,noun,C1,วัวควาย,0,0,0
654,C,cause,noun,A2,สาเหตุ,1,0,0
655,C,caution,noun,C1,คำเตือน,0,0,0
656,C,cautious,adjective,C1,ระมัดระวัง,0,0,0
657,C,cave,noun,B2,ถ้ำ,0,0,0
658,C,CD,noun,A1,ซีดี,1,0,0
659,C,cease,verb,C1,หยุด,0,0,1
660,C,ceiling,noun,B1,เพดาน,1,0,0
661,C,celebrate,verb,A2,ฉลอง,1,0,0
662,C,celebration,noun,B1,การเฉลิมฉลอง,1,0,0
663,C,celebrity,noun,A2,คนดัง,1,0,0
664,C,cell,noun,B2,ห้องขัง,1,0,0
665,C,cemetery,noun,C1,สุสาน,0,0,0
666,C,cent,noun,A1,ร้อยละ,1,0,0
667,C,central,adjective,B1,ศูนย์กลาง,1,0,0
668,C,centre,noun,A1,ศูนย์,1,0,0
669,C,century,noun,A1,ศตวรรษ,1,0,0
670,C,ceremony,noun,B1,พิธี,1,0,0
671,C,certain,adjective,A2,แน่ใจ แน่นอน,1,0,0
672,C,certainly,adverb,A2,แน่นอน,1,0,0
673,C,certainty,noun,B2,ความมั่นใจ,0,0,0
674,C,certificate,noun,B2,หนังสือรับรอง ข้อพิสูจน์,0,0,0
675,C,chain,noun,B1,โซ่,1,0,0
676,C,chair,noun,A1,เก้าอี้,1,0,0
677,C,chairman,noun,B2,ประธาน,1,0,0
678,C,challenge,noun,B1,ท้าทาย,1,1,1
679,C,challenging,adjective,B2,ที่ท้าทาย,0,0,0
680,C,chamber,noun,C1,ห้อง,0,0,0
681,C,champion,noun,B1,แชมป์,1,0,0
682,C,championship,noun,B2,การแข่งขันชิงแชมป์,0,0,0
683,C,chance,noun,A2,โอกาส,1,0,0
684,C,change,noun,A1,เปลี่ยน,1,0,0
685,C,channel,noun,B1,ช่อง,1,1,0
686,C,chaos,noun,C1,ความวุ่นวาย,0,0,0
687,C,chapter,noun,B1,บท,1,1,0
688,C,character,noun,A2,อักขระ,1,0,0
689,C,characteristic,adjective,B2,เป็นลักษณะเฉพาะ,1,0,0
690,C,characterize,verb,C1,ลักษณะ,0,0,0
691,C,charge,noun,B1,ค่าใช้จ่าย,1,0,0
692,C,charity,noun,A2,การกุศล,1,0,0
693,C,charm,noun,C1,เสน่ห์,0,0,0
694,C,charming,adjective,B2,มีเสน่ห์,0,0,0
695,C,chart,noun,A1,แผนภูมิ,1,1,1
696,C,charter,noun,C1,กฎบัตร,0,0,0
697,C,chase,noun,B2,ไล่ล่า,0,0,0
698,C,chat,noun,A2,แชท,1,0,0
699,C,cheap,adjective,A1,ราคาถูก,1,0,0
700,C,cheat,noun,B1,โกง,1,0,0
701,C,check,noun,A2,ตรวจสอบ,1,0,0
702,C,cheek,noun,B2,แก้ม,0,0,0
703,C,cheer,noun,B2,เชียร์,0,0,0
704,C,cheerful,adjective,B1,ร่าเริง,1,0,0
705,C,cheese,noun,A1,ชีส,1,0,0
706,C,chef,noun,A2,พ่อครัว,1,0,0
707,C,chemical,adjective,B1,เคมี,1,1,0
708,C,chemistry,noun,A2,เคมี,1,0,0
709,C,chest,noun,B1,หน้าอก,1,0,0
710,C,chicken,noun,A1,ไก่,1,0,0
711,C,chief,adjective,B2,หัวหน้า,1,0,0
712,C,child,noun,A1,เด็ก,1,0,0
713,C,childhood,noun,B1,วัยเด็ก,1,0,0
714,C,chip,noun,A2,ชิป,1,0,0
715,C,chocolate,noun,A1,ช็อคโกแลต,1,0,0
716,C,choice,noun,A2,ทางเลือก,1,0,0
717,C,choir,noun,B2,นักร้องประสานเสียง,0,0,0
718,C,choose,verb,A1,เลือก,1,0,0
719,C,chop,verb,B2,สับ,0,0,0
720,C,chronic,adjective,C1,เรื้อรัง,0,0,0
721,C,chunk,noun,C1,ก้อน,0,0,0
722,C,church,noun,A2,คริสตจักร,1,0,0
723,C,cigarette,noun,A2,บุหรี่,1,0,0
724,C,cinema,noun,A1,โรงหนัง,1,0,0
725,C,circle,noun,A2,วงกลม,1,0,0
726,C,circuit,noun,B2,วงจร,0,0,0
727,C,circulate,verb,C1,ไหลเวียน,0,0,0
728,C,circulation,noun,C1,การไหลเวียน,0,0,0
729,C,circumstance,noun,B2,สถานการณ์ โอกาส,1,0,1
730,C,cite,verb,B2,อ้างถึง,1,0,0
731,C,citizen,noun,B2,พลเมือง,1,0,0
732,C,citizenship,noun,C1,การเป็นพลเมือง,0,0,0
733,C,city,noun,A1,เมือง,1,0,0
734,C,civic,adjective,C1,เกี่ยวกับพลเมือง,0,0,0
735,C,civil,adjective,B2,พลเรือน,1,1,1
736,C,civilian,adjective,C1,พลเรือน,0,0,0
737,C,civilization,noun,B2,อารยธรรม,0,0,0
738,C,claim,noun,B1,คำร้อง เรียกร้อง อ้าง,1,0,0
739,C,clarify,verb,B2,ทำให้ชัดเจน,0,0,0
740,C,clarity,noun,C1,ความชัดเจน ความใส,0,1,1
741,C,clash,noun,C1,การปะทะกัน,0,0,0
742,C,class,noun,A1,ระดับ,1,0,0
743,C,classic,adjective,B2,คลาสสิค,1,0,0
744,C,classical,adjective,A2,คลาสสิค,1,1,1
745,C,classification,noun,C1,การจัดหมวดหมู่,0,0,0
746,C,classify,verb,B2,แบ่งประเภท,0,0,0
747,C,classroom,noun,A1,ห้องเรียน,1,0,0
748,C,clause,noun,B1,ข้อ,1,1,0
749,C,clean,adjective,A1,ทำความสะอาด,1,0,0
750,C,clear,adjective,A2,ชัดเจน,1,0,0
751,C,clearly,adverb,A2,อย่างชัดเจน,1,0,0
752,C,clerk,noun,B2,พนักงาน,0,0,0
753,C,clever,adjective,A2,ฉลาด,1,0,0
754,C,click,noun,B1,คลิก,1,0,0
755,C,client,noun,B1,ลูกค้า,1,0,0
756,C,cliff,noun,B2,หน้าผา,0,0,0
757,C,climate,noun,A2,ภูมิอากาศ,1,0,0
758,C,climb,noun,B1,ปีน,1,0,0
759,C,cling,verb,C1,ยึดติด,0,0,0
760,C,clinic,noun,B2,คลินิก,0,0,0
761,C,clinical,adjective,C1,เกี่ยวกับคลินิก,0,0,0
762,C,clip,noun,B2,คลิป,0,0,0
763,C,clock,noun,A1,นาฬิกา,1,0,0
764,C,close,adjective,A2,ปิด,1,0,0
765,C,closed,adjective,A2,ปิด,1,0,0
766,C,closely,adverb,B2,อย่างใกล้ชิด,1,0,0
767,C,closure,noun,C1,การปิด,0,0,0
768,C,cloth,noun,B1,ผ้า,1,0,0
769,C,clothes,noun,A1,เสื้อผ้า,1,0,0
770,C,clothing,noun,A2,เสื้อผ้า,1,0,0
771,C,cloud,noun,A2,คลาวด์,1,0,0
772,C,club,noun,A1,คลับ,1,0,0
773,C,clue,noun,B1,เบาะแส,1,0,0
774,C,cluster,noun,C1,กลุ่ม ทำให้อยู่รวมเป็นกลุ่ม,0,0,0
775,C,coach,noun,A2,โค้ช,1,0,0
776,C,coal,noun,B1,ถ่านหิน,1,0,1
777,C,coalition,noun,C1,การร่วมกัน สัมพันธมิตร การร่วมมือกัน การรวมเป็นหนึ่งเดียว,0,0,0
778,C,coast,noun,A2,ชายฝั่ง,1,0,0
779,C,coastal,adjective,C1,เกี่ยวกับชายฝั่ง,0,0,0
